normalized_key,level,hazard_type,area_ratio,rank_avg,rank_max,source,acquired_on
埼玉県川越市郭町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市郭町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市野田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市野田町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市野田町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関北1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関北2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関北3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関北4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関北5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関北6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関東1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関東2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関東3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関東4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市霞が関東5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市高島,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市鯨井,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市鯨井新田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市鴨田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県川越市鹿飼,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市上吉羽,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市上宇和田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市上高野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市下吉羽,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市下宇和田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市下川崎,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中島,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中川崎,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市中野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市内国府間,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市円藤内,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市北1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市北2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市北3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市千塚,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市南1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市南2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市南3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市吉野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市外国府間,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市天神島,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市平野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市平須賀,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市平須賀1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市平須賀2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市幸手,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市惣新田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市戸島,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市戸島1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市戸島2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市木立,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市東1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市東2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市東3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市東4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市東5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市松石,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市栄,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市槇野地,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市権現堂,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市神扇,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市神明内,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市細野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市緑台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市緑台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市花島,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市西1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市西2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市西関宿,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市長間,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市香日向1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市香日向2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市香日向3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市香日向4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県幸手市高須賀,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市上宗岡1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市上宗岡2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市上宗岡3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市上宗岡4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市上宗岡5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市下宗岡1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市下宗岡2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市下宗岡3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市下宗岡4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市中宗岡1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市中宗岡2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市中宗岡3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市中宗岡4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市中宗岡5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市宗岡,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市幸町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市幸町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市幸町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市幸町4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市本町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市本町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市本町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市本町4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市本町5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市本町6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市柏町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市柏町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市柏町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市柏町4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市柏町5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市柏町6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市館1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県志木市館2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市上戸田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市上戸田1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市上戸田2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市上戸田3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市上戸田4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市上戸田5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市下前1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市下前2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市下戸田1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市下戸田2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市下笹目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市中町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市中町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市南町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市喜沢1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市喜沢2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市喜沢南1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市喜沢南2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市堤外地,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市川岸1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市川岸2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市川岸3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市戸田公園,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市新曽南1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市新曽南2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市新曽南3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市新曽南4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
"埼玉県戸田市新曽小玉,柳原",chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市新曽稲荷,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市新曽芦原,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市早瀬1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市早瀬2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市本町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市本町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市本町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市本町4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市本町5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市氷川町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市氷川町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市氷川町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目8丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目北町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市笹目南町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木8丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木東1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県戸田市美女木東2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市くすのき台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市くすのき台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市くすのき台3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市けやき台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市けやき台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市こぶし町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市三が島1丁目,chome,landslide,0.0104,0.0123,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市三が島2丁目,chome,landslide,0.005,0.0064,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市三が島3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市三が島4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市三が島5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市上安松,chome,landslide,0.0008,0.0008,1.0,mlit_a33-23,2026-09-05
埼玉県所沢市上山口,chome,landslide,0.0134,0.015,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市上新井1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市上新井2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市上新井3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市上新井4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市上新井5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市下安松,chome,landslide,0.0172,0.0213,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市下富,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市下新井,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市並木8丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中富,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中富南1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中富南2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中富南3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中富南4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中新井,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中新井1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中新井2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中新井3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中新井4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市中新井5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市久米,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市亀が谷,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市元町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市勝楽寺,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北中1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北中2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北中3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北中4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北原町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北岩岡,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北所沢町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北有楽町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北秋津,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野南1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野南2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野南3丁目,chome,landslide,0.0234,0.0258,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野新町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市北野新町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市南住吉,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市南永井,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市向陽町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市和が原1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市和が原2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市和が原3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市喜多町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市坂之下,chome,landslide,0.0256,0.0316,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市城,chome,landslide,0.0397,0.0498,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市堀之内,chome,landslide,0.0023,0.0028,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市宮本町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市宮本町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市寿町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指元町1丁目,chome,landslide,0.0022,0.0022,1.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指元町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指元町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指南1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指南2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指南3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指南4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指南5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指南6丁目,chome,landslide,0.0023,0.0026,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指台,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指町4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市小手指町5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市山口,chome,landslide,0.0025,0.0027,2.0,mlit_a33-23,2026-09-05
埼玉県所沢市岩岡町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市弥生町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市御幸町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市所沢新町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市新郷,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市日吉町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市日比田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
埼玉県所沢市旭町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
