normalized_key,level,hazard_type,area_ratio,rank_avg,rank_max,source,acquired_on
千葉県いすみ市万木,chome,landslide,0.0269,0.0344,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市上布施,chome,landslide,0.0415,0.0534,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市下原,chome,landslide,0.0112,0.0149,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市下布施,chome,landslide,0.0657,0.0794,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市中原,chome,landslide,0.0221,0.0268,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市井沢,chome,landslide,0.1004,0.1226,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市今関,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県いすみ市佐室,chome,landslide,0.0357,0.0477,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市作田,chome,landslide,0.1023,0.1209,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市八乙女,chome,landslide,0.1888,0.239,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市和泉,chome,landslide,0.0924,0.1169,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市嘉谷,chome,landslide,0.0991,0.1238,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市国府台,chome,landslide,0.0208,0.0263,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市増田,chome,landslide,0.0134,0.0154,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市大原,chome,landslide,0.1296,0.1588,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市大原台,chome,landslide,0.0057,0.0073,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市大野,chome,landslide,0.0164,0.0197,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市小又井,chome,landslide,0.1854,0.2306,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市小池,chome,landslide,0.1297,0.1629,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市小沢,chome,landslide,0.1201,0.1461,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市小高,chome,landslide,0.1425,0.1788,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市山田,chome,landslide,0.0435,0.0528,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市岩熊,chome,landslide,0.1438,0.1779,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市岩船,chome,landslide,0.2505,0.2946,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市島,chome,landslide,0.0127,0.0157,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市市野々,chome,landslide,0.1208,0.1524,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市引田,chome,landslide,0.0023,0.0031,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市弥正,chome,landslide,0.0739,0.093,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市押日,chome,landslide,0.0049,0.006,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市新田,chome,landslide,0.1231,0.1504,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市新田野,chome,landslide,0.0547,0.0693,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市日在,chome,landslide,0.0018,0.002,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市札森,chome,landslide,0.0617,0.076,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市松丸,chome,landslide,0.0201,0.0257,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市柿和田,chome,landslide,0.0258,0.0311,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市桑田,chome,landslide,0.0128,0.0162,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市椎木,chome,landslide,0.032,0.0407,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市楽町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県いすみ市榎沢,chome,landslide,0.1039,0.129,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市正立寺,chome,landslide,0.0705,0.0944,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市江場土,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県いすみ市沢部,chome,landslide,0.0898,0.1149,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市深堀,chome,landslide,0.0327,0.0416,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市深谷,chome,landslide,0.0483,0.0584,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市神置,chome,landslide,0.0926,0.1183,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市細尾,chome,landslide,0.107,0.1353,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市能実,chome,landslide,0.2068,0.2633,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市苅谷,chome,landslide,0.0101,0.0101,1.0,mlit_a33-23,2026-09-05
千葉県いすみ市若山,chome,landslide,0.0631,0.0786,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市荻原,chome,landslide,0.1276,0.1609,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市行川,chome,landslide,0.018,0.0234,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市谷上,chome,landslide,0.0975,0.1231,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市釈迦谷,chome,landslide,0.0857,0.1096,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市長志,chome,landslide,0.0519,0.0643,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市長者,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県いすみ市須賀谷,chome,landslide,0.1119,0.1414,2.0,mlit_a33-23,2026-09-05
千葉県いすみ市高谷,chome,landslide,0.0396,0.0497,2.0,mlit_a33-23,2026-09-05
千葉県一宮町一宮,chome,landslide,0.0255,0.0322,2.0,mlit_a33-23,2026-09-05
千葉県一宮町宮原,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県一宮町新地,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県一宮町本給,chome,landslide,0.0457,0.0477,2.0,mlit_a33-23,2026-09-05
千葉県一宮町東浪見,chome,landslide,0.0058,0.0075,2.0,mlit_a33-23,2026-09-05
千葉県一宮町東野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県一宮町田町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県一宮町白山,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県一宮町綱田,chome,landslide,0.0154,0.0192,2.0,mlit_a33-23,2026-09-05
千葉県一宮町船頭給,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町下貝塚,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町不動堂,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町作田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町宿,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町小関,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町片貝,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町田中荒生,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町真亀,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町真亀新田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町粟生,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町細屋敷,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町藤下,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県九十九里町西野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市ユ-カリが丘1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市ユ-カリが丘2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市ユ-カリが丘3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市ユ-カリが丘4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市ユ-カリが丘5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市ユ-カリが丘6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市ユ-カリが丘7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市七曲,chome,landslide,0.0117,0.0141,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市上代,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市上別所,chome,landslide,0.0021,0.0025,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市上勝田,chome,landslide,0.0003,0.0004,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市上座,chome,landslide,0.0008,0.0009,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市上志津,chome,landslide,0.0212,0.0255,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市上志津原,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市下勝田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市下志津,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市下志津原,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市下根,chome,landslide,0.0672,0.085,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市並木町,chome,landslide,0.1989,0.2466,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市中尾余町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市中志津1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市中志津2丁目,chome,landslide,0.007,0.007,1.0,mlit_a33-23,2026-09-05
千葉県佐倉市中志津3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市中志津4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市中志津5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市中志津6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市中志津7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市井野,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市井野町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市先崎,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市八幡台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市八幡台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市八幡台3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市八木,chome,landslide,0.0079,0.0095,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市六崎,chome,landslide,0.0381,0.0455,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市内田,chome,landslide,0.0011,0.0014,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市千成1丁目,chome,landslide,0.1075,0.1229,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市千成2丁目,chome,landslide,0.0549,0.0639,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市千成3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市南ユ-カリが丘,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市南臼井台,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市印南,chome,landslide,0.0108,0.0115,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市吉見,chome,landslide,0.0022,0.0027,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市土浮,chome,landslide,0.0251,0.031,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市坂戸,chome,landslide,0.0015,0.0019,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市坪山新田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市城,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市城内町,chome,landslide,0.1933,0.2432,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市大佐倉,chome,landslide,0.0148,0.0186,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市大作1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市大作2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市大崎台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市大崎台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市大崎台3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市大崎台4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市大崎台5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市大篠塚,chome,landslide,0.016,0.0197,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市大蛇町,chome,landslide,0.0206,0.0229,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市天辺,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市太田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮ノ台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮ノ台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮ノ台3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮ノ台4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮ノ台5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮ノ台6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮内,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮前1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮前2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮前3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮小路町,chome,landslide,0.0725,0.089,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市宮本,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市寒風,chome,landslide,0.0002,0.0002,1.0,mlit_a33-23,2026-09-05
千葉県佐倉市寺崎,chome,landslide,0.0202,0.0229,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市寺崎北1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市寺崎北2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市寺崎北3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市寺崎北4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市寺崎北5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市寺崎北6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市将門町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市小竹,chome,landslide,0.0524,0.0654,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市小篠塚,chome,landslide,0.0149,0.0185,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市山崎,chome,landslide,0.0693,0.0847,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市山王1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市山王2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市岩名,chome,landslide,0.0987,0.1242,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市岩富,chome,landslide,0.0067,0.0082,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市岩富町,chome,landslide,0.0166,0.0204,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市弥勒町,chome,landslide,0.0364,0.0468,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市新町,chome,landslide,0.0043,0.0043,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市新臼井田,chome,landslide,0.0019,0.0019,1.0,mlit_a33-23,2026-09-05
千葉県佐倉市春路1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市春路2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市最上町,chome,landslide,0.1577,0.1914,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市木野子,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市本町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市染井野1丁目,chome,landslide,0.0026,0.0026,1.0,mlit_a33-23,2026-09-05
千葉県佐倉市染井野2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市染井野3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市染井野4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市染井野5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市染井野6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市染井野7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市栄町,chome,landslide,0.1297,0.154,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市樹木町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市江原,chome,landslide,0.0145,0.0156,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市江原台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市江原台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市江原新田,chome,landslide,0.0428,0.0548,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市海隣寺町,chome,landslide,0.2857,0.3165,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市王子台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市王子台2丁目,chome,landslide,0.0063,0.0064,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市王子台3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市王子台4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市王子台5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市王子台6丁目,chome,landslide,0.0075,0.0085,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市瓜坪新田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市生谷,chome,landslide,0.0012,0.0015,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市田町,chome,landslide,0.035,0.0389,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市畔田,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市白銀1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市白銀2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市白銀3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市白銀4丁目,chome,landslide,0.0009,0.0009,1.0,mlit_a33-23,2026-09-05
千葉県佐倉市直弥,chome,landslide,0.0105,0.0132,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市石川,chome,landslide,0.0282,0.0312,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市神門,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市稲荷台,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市稲荷台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市稲荷台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市稲荷台3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市米戸,chome,landslide,0.0028,0.0034,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市羽鳥,chome,landslide,0.0332,0.0373,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市臼井,chome,landslide,0.1153,0.1337,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市臼井台,chome,landslide,0.044,0.0547,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市臼井台干拓,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市臼井田,chome,landslide,0.0467,0.0581,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市萩山新田,chome,landslide,0.1385,0.1703,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市萩山新田干拓,chome,landslide,0.0036,0.0037,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市藤沢町,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市藤治台,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市表町1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市表町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市表町3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市表町4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市裏新町,chome,landslide,0.135,0.1371,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市西ユ-カリが丘1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西ユ-カリが丘2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西ユ-カリが丘3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西ユ-カリが丘4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西ユ-カリが丘5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西ユ-カリが丘6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西ユ-カリが丘7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西御門,chome,landslide,0.0013,0.0016,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市西志津8丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市角来,chome,landslide,0.0688,0.0774,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市野狐台町,chome,landslide,0.0083,0.0083,1.0,mlit_a33-23,2026-09-05
千葉県佐倉市鍋山町,chome,landslide,0.1245,0.153,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市鏑木仲田町,chome,landslide,0.0442,0.0448,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市鏑木町,chome,landslide,0.2367,0.2877,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市鏑木町1丁目,chome,landslide,0.0169,0.0169,1.0,mlit_a33-23,2026-09-05
千葉県佐倉市鏑木町2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県佐倉市長熊,chome,landslide,0.0144,0.016,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市青菅,chome,landslide,0.0089,0.0111,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市飯塚,chome,landslide,0.0179,0.0223,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市飯田,chome,landslide,0.0529,0.0658,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市飯重,chome,landslide,0.0012,0.0012,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市飯野,chome,landslide,0.0931,0.1148,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市飯野町,chome,landslide,0.0809,0.1097,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市馬渡,chome,landslide,0.0018,0.0023,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市高岡,chome,landslide,0.0232,0.0284,2.0,mlit_a33-23,2026-09-05
千葉県佐倉市高崎,chome,landslide,0.0022,0.0026,2.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台3丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台4丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台5丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台6丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台7丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市ゆりのき台8丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市上高野,chome,landslide,0.0023,0.0027,2.0,mlit_a33-23,2026-09-05
千葉県八千代市下市場1丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市下市場2丁目,chome,landslide,0.0,0.0,0.0,mlit_a33-23,2026-09-05
千葉県八千代市下高野,chome,landslide,0.0332,0.038,2.0,mlit_a33-23,2026-09-05
千葉県八千代市佐山,chome,landslide,0.0097,0.0114,2.0,mlit_a33-23,2026-09-05
